utt_id,seed,n_cands,mbr_idx,mbr_hyp
1585-131718-0027-1747,137,8,2,i then made another machine which did the word nicely
1585-131718-0028-1748,137,16,9,incidentally it may be noted as illustrative of the problem brought to a listen that while he had the factory at harrison and imporring the chinese traeder went to him and wanted a dynamo to be run byhyn power
1585-131718-0029-1749,137,16,0,for making the dynamos adison secured as noted in the preceding chabitter the roach iron were on gower street new york and this was also equipped
1585-131718-0030-1750,137,16,4,to sigmand brman who had worked previously with aedison telephoned paragus and phonographs and was already making edison special itist in a small way in aloft on wocester street new york was assigned the task of constructing sockets fixtures mitters sifty fuses and numberous other details
1585-131718-0031-1751,137,16,0,in the early part of eighteen eighty one the edison electre light company leas a old bshiw mansion at sixty five fifth avenue close to fording street for his headquarters and show rooms
1585-131718-0032-1752,137,16,7,this was one of the finest homes in the city of that period and its acquisition was a premoontor sign of the surrender of the famous resnchury avenue to commerce
1585-131718-0033-1753,137,11,0,the experienced with a little gas engine was rather startling
1585-131718-0034-1754,137,16,7,one day it was not going very well and it went don to the man in charge and got exploring a rant
1585-131718-0035-1755,137,16,8,for the next four or five year sixty fire was a veritable bee hive day and night
1585-131718-0036-1756,137,16,4,the routine was very much the same as that at the laboratory in its utternacolte of the clk
1585-131718-0037-1757,137,16,0,i was telling a gentleman one day that i could not keep a secret even if i locked them might in my dusk they would break it open
1585-131718-0038-1758,137,16,5,he suggested to me that he had a friend over on eighth avenue who made a superior grade of seegres and who would show them a trick
1585-131718-0039-1759,137,16,0,he said that he would have some of them made ab with hair and oak paper and i could put them in without a word and see the result
1585-131718-0040-1760,137,1,0,i thought no more about the matter
1585-131718-0041-1761,137,2,0,i didn t remember anything about it
1585-131718-0042-1762,137,4,0,i was too busy on other things to denotice
1585-131718-0043-1763,137,16,11,speaking of those days of nights aedison says years ago one of the great violinist was rami
1585-131718-0044-1764,137,11,4,he would talk with me but i never asked him to bring his violin
1585-131718-0045-1765,137,7,0,why night he came with his violin about twelve o clock
1585-131718-0046-1766,137,16,6,after that every time he came to new york he used to call ittify late a night with his violins
1585-131718-0047-1767,137,16,1,another visitor hood used to give us a good deal amusement and pleasure was captain shaw the head of london fibrary gate
1585-131718-0048-1768,137,11,3,he will go out among the fire ladies and have a great time
1585-131718-0049-1769,137,16,6,speaking of teller stories i once got telling a man s stories at the harrisonlandon factory in a yard as he was leaving
1585-131718-0050-1770,137,16,0,it was wintered and he was awing first
1585-131718-0051-1771,137,12,1,i had nothing long to protect me against the code
1585-131718-0052-1772,137,16,0,then gob pleorsi and had to be shaped to flory the forcure
1585-131718-0053-1773,137,16,0,he had merely enjoyed the delights of anxious anticipation and the perilous pleasure of fackening allison s experiments
1585-131718-0054-1774,137,8,0,now active exploitation was required
1585-157660-0000-1775,137,16,12,london is god and glory
1585-157660-0001-1776,137,7,0,they say best men are moded out of thoughts and for the most become much more the better for being a little bad
1585-157660-0002-1777,137,16,0,standing on the broken column of the oak steeper three hundred feet above prame rose hill william struck an attitude of theatrico fashion and uttered the falling oratorical flight
1585-157660-0003-1778,137,16,0,glorious london
1585-157660-0004-1779,137,16,9,sad how sad to think that the day will come when not a vastige of this wonder romance of human energy shall remain where the cry of the wharf bat and beaten should only be heard and nature again resume her rustic splendid desolation
1585-157660-0005-1780,137,16,0,the devil s heaven was a resort for actors authors bohemians lords and ladies who did not retire early to their downing couches
1585-157660-0006-1781,137,16,0,william and myself soon found rest in deep slumber and wafted away into a dreamless rim our tid bodies lay in the infolding arms of morphors until the potter knocked at our door next morning as the clock of the tower struck the hour of nine
1585-157660-0007-1782,137,16,13,our first sight of the sunrise in lander gave us great expectations of fame and fortune for surely all we had was glowing expectations
1585-157660-0008-1783,137,16,2,oft expectation fowls and most of there were most a promises and off a hits where hope is coldest and thespare most fits
1585-157660-0009-1784,137,16,0,desus one doble when sixs treplicoin
1585-157660-0010-1785,137,16,6,william to the great amazement of the dealer flung a guinea in the cinna pot which was immediately tapped by jack while the others looked on in silent expectation
1585-157660-0011-1786,137,16,7,the pot jack replied all rise sir take a word for it
1585-157660-0012-1787,137,16,1,i have set my life upon the cast i will stand the hazard of the dye
1585-157660-0013-1788,137,16,1,i immediately followed in his footsteps and found him joking with the landlady about a couple of infant boo perhaps she was fondling her capacious lap
1585-157660-0014-1789,137,10,0,if he had jopped out of the clouds william could not have been more pleased or surprised and the feeling was reciprocal
1585-157660-0015-1790,137,16,0,the prening shop of fow was only a short distance from the devil s table and we were invited to visit the establishment
1585-157660-0016-1791,137,16,0,james rabuge gazed for a moment on the manly form of william and blurted out in his bluff manner what do you know
6467-97061-0000-1792,137,2,1,one night when both were sleeping the prince had a remarkable dream
6467-97061-0001-1793,137,4,3,they rushed into the room added their cries to hers and forgetting all their former precautions left the doors open so that the guards outside hearing the clamor entered and saw the prince
6467-97061-0002-1794,137,5,0,she is a disgrace to her family and shall soon see her husband impaled on a stake
